Category,Item Name,Quantity,2022-07-12
Dairy & Beverages,Green Tea,1,2.76
Dairy & Beverages,Tea,1,821.4285714285714
Dairy & Beverages,Green tea,1,3.0
Dairy & Beverages,green tea,1,4.8
Dairy & Beverages,Green tea,1,1500.0
Dairy & Beverages,Green tea,1,9.3125
Dairy & Beverages,Green tea,1,10.875
Dairy & Beverages,Green tea,1,10.4
Dairy & Beverages,Green tea,1,10.4
Dairy & Beverages,Tea,1,520.0
Dairy & Beverages,Toned Milk,1,64.0
Dairy & Beverages,Toned Milk,1,62.0
Dairy & Beverages,Amul Gold Homogenised Standardised Milk,1,71.0
Dairy & Beverages, Toned Milk,1,60.0
Dairy & Beverages,  Milk,1,65.0
Dairy & Beverages,Toned Milk,1,72.0
Dairy & Beverages,Milk,1,0.1111111111111111
Dairy & Beverages,Milk,1,0.1111111111111111
Dairy & Beverages,Milk,1,0.115
Dairy & Beverages,Milk,1,0.1111111111111111
Dairy & Beverages,Milk,1,156.0
Dairy & Beverages,Milk,1,99.0
Dairy & Beverages,Milk,1,0.1111111111111111
Dairy & Beverages,Milk,1,0.115
Dairy & Beverages,Milk,1,99.0
Dairy & Beverages,Milk,1,156.0
Dairy & Beverages,Milk Powder,1,125.0
Dairy & Beverages,Milk,1,260.0
Dairy & Beverages,Sofit Soya Drink Chocolate,1,125.0
Dairy & Beverages,Lipton Green Tea - Tulsi Natura,1,5.92
Dairy & Beverages,Toned Milk,1,780.0
Dairy & Beverages,Soya drink,1,127.0
Dairy & Beverages,Green Tea,1,2.76
Dairy & Beverages, Flavoured Milk,1,0.115
Dairy & Beverages,Elaichi,1,178.0
Dairy & Beverages,Green tea,1,5.0
Dairy & Beverages,Kesar Pista,1,130.0
Dairy & Beverages, Flavoured Milk,1,0.135
Dairy & Beverages,Milk Rose,1,0.115
Dairy & Beverages,Cheese ,1,524.0
Dairy & Beverages,Cheese,1,455.0
Dairy & Beverages,Cheese,1,430.672268907563
Dairy & Beverages,Cheese,1,496.0
Dairy & Beverages,Cheese,1,482.6666666666667
Dairy & Beverages,Cheese,1,620.0
Dairy & Beverages,Cheese,1,492.0
Dairy & Beverages,Cheese,1,437.0
Dairy & Beverages,Cheese,1,525.0
Dairy & Beverages,Cheese,1,449.0
Dairy & Beverages,Cheese Spread,1,445.0
Dairy & Beverages,Cheese,1,565.0
Dairy & Beverages,Cheese Cubes,1,580.0
Dairy & Beverages,Cheese,1,565.0
Dairy & Beverages,Green tea,1,3.1
Dairy & Beverages,Cheese,1,465.0
Dairy & Beverages,Cheese,1,387.5
Dairy & Beverages,Cheese,1,457.0
Dairy & Beverages,Cheese,1,600.0
Dairy & Beverages,Green tea,1,3.25
Dairy & Beverages,Cheese,1,488.0
Dairy & Beverages,Cheese Cubes,1,595.0
Dairy & Beverages,Cheese Cubes,1,638.8888888888888
Dairy & Beverages,cheese Slices,1,600.0
Dairy & Beverages,Cheese,1,535.0
Dairy & Beverages,Cheese,1,993.3333333333333
Dairy & Beverages,Cheese,1,620.0
Dairy & Beverages,Cheese,1,840.0
Dairy & Beverages,Cheese,1,565.0
Dairy & Beverages,Cheese,1,533.3333333333334
Dairy & Beverages,Cheese,1,795.0
Dairy & Beverages,Cheese,1,500.0
Dairy & Beverages,Cheese,1,600.0
Dairy & Beverages,Cheese,1,500.0
Dairy & Beverages,Cheese,1,795.0
Dairy & Beverages,Green tea,1,7.2
Dairy & Beverages,Green tea,1,2150.0
Dairy & Beverages,Ginger Turmeric,1,5.4
Dairy & Beverages,Green tea,1,8.55
Dairy & Beverages,Green tea,1,8.2
Dairy & Beverages,Tea,1,10.5
Dairy & Beverages,tea,1,8.75
Dairy & Beverages,Green tea,1,8.2
Dairy & Beverages,Tea,1,8.75
Dairy & Beverages,Tea,1,12.25
Dairy & Beverages,Tea,1,8.75
Dairy & Beverages,tea,1,6750.0
Dairy & Beverages,coffee,1,1410.0
Dairy & Beverages,coffee,1,2600.0
Dairy & Beverages,Coffee,1,1080.0
Dairy & Beverages,Dairy Whitener,1,474.0
Dairy & Beverages,Paneer,1,360.0
Dairy & Beverages,Buttermilk,1,48.0
Dairy & Beverages,Coffee,1,1640.0
Dairy & Beverages,Amul Fresh Block Paneer,1,330.0
Dairy & Beverages,Coffee,1,3100.0
Dairy & Beverages,Cream,1,0.244
Dairy & Beverages,Health Drink,1,0.24615384615384617
Dairy & Beverages,Paneer,1,300.0
Dairy & Beverages,coffee,1,840.0
Dairy & Beverages,Milk,1,267.5
Dairy & Beverages,Milkmaid,1,312.5
Dairy & Beverages,Coffee,1,4250.0
Dairy & Beverages,Milk Powder,1,410.0
Dairy & Beverages,Paneer,1,375.0
Dairy & Beverages,coffee,1,1240.0
Dairy & Beverages,coffee,1,1200.0
Dairy & Beverages,Paneer,1,375.0
Dairy & Beverages,Nescafe Classic Coffee Jar,1,2850.0
Dairy & Beverages,Paneer,1,349.0
Dairy & Beverages,Rasmalai,1,380.0
Dairy & Beverages,Coffee,1,1400.0
Dairy & Beverages,Coffee,1,1370.0
Dairy & Beverages,Paneer,1,460.0
Dairy & Beverages,Coffee,1,4950.0
Dairy & Beverages,Coffee,1,550.0
Dairy & Beverages,Coffee,1,4950.0
Dairy & Beverages,Cream,1,0.225
Dairy & Beverages,Coffee,1,1750.0
Dairy & Beverages,Mango Lassi,1,75.0
Dairy & Beverages,Coffee,1,1000.0
Dairy & Beverages,Rose Lassi,1,0.076
Dairy & Beverages,Coffee,1,9.9
Dairy & Beverages,Lassi,1,67.0
Dairy & Beverages,Coffee & Milk Beverage,1,0.2222222222222222
Dairy & Beverages,Chocolate Mocha Coffee,1,12.4
Dairy & Beverages, Buttermilk,1,45.0
Dairy & Beverages,Coffee,1,0.2222222222222222
Dairy & Beverages,Coffee,1,0.32222222222222224
Dairy & Beverages,Coffee,1,12.4
Dairy & Beverages,coffee,1,825.0
Dairy & Beverages,Milkshake,1,99.0
Dairy & Beverages, Health Drink,1,0.2923076923076923
Dairy & Beverages,Chocolate Mocha Coffee,1,1750.0
Dairy & Beverages,Coffee,1,0.2722222222222222
Dairy & Beverages,coffee,1,9.9
Dairy & Beverages,Coffee,1,0.4266666666666667
Dairy & Beverages,Epigamia Artisanal Mishti Doi,1,235.2941176470588
Dairy & Beverages,Coffee,1,1750.0
Dairy & Beverages,Coffee,1,0.36666666666666664
Dairy & Beverages,Coffee,1,4940.0
Dairy & Beverages,Coffee,1,1750.0
Dairy & Beverages,Whip Topping,1,188.0
Dairy & Beverages,Coffee,1,1600.0
Dairy & Beverages,Cream,1,5488.888888888889
Dairy & Beverages,Cream,1,396.0
Dairy & Beverages,Raw Pressery Milkshake Cold Coffee,1,0.4
Dairy & Beverages,Amul Kesar Elaichi Basundi,1,0.192
Dairy & Beverages,Coffee,1,1680.0
Dairy & Beverages,Coffee,1,3250.0
Dairy & Beverages,Flavoured Milk,1,0.115
Dairy & Beverages,Green coffee,1,4.9
Dairy & Beverages,Coffee,1,880.0
Dairy & Beverages,ITC Sunbean Beaten Caffe Coffee Paste Jar,1,840.0
Dairy & Beverages,Cadbury Bournvita Refill,1,335.0
Dairy & Beverages,Nutritional Powder,1,1225.0
Dairy & Beverages,Protinex,1,1400.0
Dairy & Beverages,Protinex,1,1310.0
Dairy & Beverages,Cadbury Bournvita 5 Star Magic,1,353.3333333333333
Dairy & Beverages,Protinex,1,1180.0
Dairy & Beverages,Chocolate,1,293.3333333333333
Dairy & Beverages,Amul Pro Whey Protein Malt Chocolate Drink,1,270.0
Dairy & Beverages,Cadbury Bournvita Jar,1,375.0
Dairy & Beverages,Horlicks Health & Nutrition Drink Refill - Classic Malt,1,452.0
Dairy & Beverages,Chocolate,1,440.0
Dairy & Beverages,Protinex,1,1262.5
Dairy & Beverages,Women's Horlicks Health & Nutrition Drink - Chocolate,1,672.5
Dairy & Beverages,Women's Horlicks Health & Nutrition Drink Jar - Caramel,1,650.0
Dairy & Beverages,curd,1,92.5
Dairy & Beverages,curd,1,92.5
Dairy & Beverages,curd,1,810.0
Dairy & Beverages,curd,1,137.5
Dairy & Beverages,Nutritional Powder,1,1362.5
Dairy & Beverages,Ensure Nutrition Powder - Vanilla Flavour,1,1387.5
Dairy & Beverages,Horlicks Classic Malt Jar,1,498.0
Dairy & Beverages,Health Drink,1,590.0
Dairy & Beverages,Horlicks Chocolate Delight Jar,1,418.0
Dairy & Beverages,Protinex Health Drink Chocolate Flavour Tin,1,1400.0
Dairy & Beverages,Horlicks Chocolate Delight Health Drink Refill,1,402.0
Dairy & Beverages,Cocoa Powder,1,1177.7777777777778
Dairy & Beverages,curd,1,102.5
Dairy & Beverages,Mother Dairy Mishti Doi,1,162.5
Dairy & Beverages,Gaia Sport Whey Irish Chocolate Protein,1,1299.0
Dairy & Beverages,Hershey's Milk Booster Chocolate Flavor,1,386.6666666666667
Dairy & Beverages,Cocoa Powder,1,745.0
Dairy & Beverages,Cocoa ,1,620.0
Dairy & Beverages,Horlicks Chocolate Delight Flavour Jar,1,530.0
Dairy & Beverages,Blue Bird Cocoa Powder,1,1160.0
Dairy & Beverages,Mirinda Orange,1,29.333333333333332
Dairy & Beverages,Thums Up,1,37.142857142857146
Dairy & Beverages,Sprite,1,33.714285714285715
Dairy & Beverages,Sprite,1,0.0695
Dairy & Beverages,Coca-Cola Bottle,1,0.065
Dairy & Beverages,Pepsi,1,28.88888888888889
Dairy & Beverages,Bisleri Club Soda,1,0.017333333333333333
Dairy & Beverages,7 Up,1,31.11111111111111
Dairy & Beverages,Coca-Cola,1,37.142857142857146
Dairy & Beverages,Limca,1,31.555555555555557
Dairy & Beverages,Jeera Masala Drink,1,37.5
Dairy & Beverages,Diet Coke Tin,1,0.12
Dairy & Beverages,Club Soda,1,0.02266666666666667
Dairy & Beverages,Assorted Non-Alcoholic Beer,1,0.1601010101010101
Dairy & Beverages,Pepsi,1,0.04666666666666667
Dairy & Beverages,Cravova Classic Mojito,1,0.08333333333333333
Dairy & Beverages,Coolberg Cranberry Non-Alcoholic Beer,1,0.1601010101010101
Dairy & Beverages,Yogurt Blueberry,1,433.33333333333337
Dairy & Beverages,Coolberg Cranberry Non-Alcoholic Beer,1,0.15757575757575756
Dairy & Beverages,Cravova Peach Mojito,1,0.08333333333333333
Dairy & Beverages,Epigamia Low Fat Greek Yogurt Strawberry,1,388.8888888888889
Dairy & Beverages,Green Apple Mojito,1,0.08333333333333333
Dairy & Beverages,Yogurt Natural,1,388.8888888888889
Dairy & Beverages,Lime Juice,1,0.041666666666666664
Dairy & Beverages,Coca-Cola,1,0.0695
Dairy & Beverages,Coke,1,0.11666666666666667
Dairy & Beverages,Watermelon Mojito,1,0.08333333333333333
Dairy & Beverages, PeachNon-Alcoholic Beer,1,0.15757575757575756
Dairy & Beverages,Yogurt Alphonso Mango,1,444.4444444444444
Dairy & Beverages,Lemonade,1,0.08333333333333333
Dairy & Beverages,Yogurt Wild Raspberry,1,488.88888888888886
Dairy & Beverages,Coca-Cola,1,0.12
Dairy & Beverages,Lemon Non-Alcoholic Can,1,0.11666666666666667
Dairy & Beverages, Ginger Non-Alcoholic Beer,1,0.15757575757575756
Dairy & Beverages, Mint Non-Alcoholic Can,1,0.11666666666666667
Dairy & Beverages,Epigamia Greek Yogurt Strawberry ,1,408.3333333333333
Dairy & Beverages,Bisleri Spyci - Masala Maar Ke,1,0.041666666666666664
Dairy & Beverages,Epigamia Greek Yogurt Blueberry,1,0.245
Dairy & Beverages,Mango With Fizzz,1,0.041666666666666664
Dairy & Beverages,Coolberg Malt Non-Alcoholic Beer,1,0.15757575757575756
Dairy & Beverages,Epigamia Greek Yogurt Smoothie - Strawberry,1,0.245
Dairy & Beverages,Epigamia Greek Yogurt Zero Sugar Mixed Berry,1,408.3333333333333
Dairy & Beverages,Epigamia Alphonso Mango Yogurt Smoothie,1,0.225
Dairy & Beverages,Kingfisher Radler Black Currant Non-Alcoholic Can,1,0.10666666666666667
Dairy & Beverages,Kingfisher Radler Strawberry Non-Alcoholic Can,1,0.14
Dairy & Beverages, Ginger Ale,1,0.13333333333333333
Dairy & Beverages,Jeera Masala Drink,1,0.056666666666666664
Dairy & Beverages,O'cean Fruit Drink - Peach & Passion Fruit Flavour,1,0.05
Dairy & Beverages,Maaza Mango,1,43.333333333333336
Dairy & Beverages,Slice Mango,1,33.714285714285715
Dairy & Beverages,Real Fruit Power Mixed Fruit,1,77.0
Dairy & Beverages,Orange Juice,1,65.0
Dairy & Beverages,Frooti Mango Drink,1,42.5
Dairy & Beverages,Mango Merry Mango Drink,1,33.0
Dairy & Beverages,Real Fruit Power Orange,1,85.0
Dairy & Beverages,Fruit Beverage,1,60.0
Dairy & Beverages,Fruit Power Litchi,1,75.0
Dairy & Beverages, Guava Fruit Beverage,1,60.0
Dairy & Beverages,Fruit Power Guava,1,79.0
Dairy & Beverages,Tropicana Mixed Fruit Delight,1,75.0
Dairy & Beverages,Litchi Fruit Beverage,1,60.0
Dairy & Beverages,Coconut Water,1,0.195
Dairy & Beverages, Cream Shrikhand Amba,1,262.0
Dairy & Beverages,Aamras Drink,1,89.0
Dairy & Beverages,Guava Delight,1,70.0
Dairy & Beverages, Power Apple,1,85.0
Dairy & Beverages,Aamras Drink,1,0.145
Dairy & Beverages,Real Fruit Power Masala Guava,1,57.0
Dairy & Beverages,Real Fruit Power Masala Mixed Fruit,1,62.0
Dairy & Beverages,Amrakhand,1,194.0
Dairy & Beverages,Badam Pista,1,220.0
Dairy & Beverages,Guava Drink,1,0.12
Dairy & Beverages,Orange Delight,1,97.0
Dairy & Beverages,Litchi Delight,1,73.0
Dairy & Beverages,Mango drink,1,0.08666666666666667
Dairy & Beverages, Mango,1,194.0
Dairy & Beverages,Elaichi,1,194.0
Dairy & Beverages,Jaljeera Drink,1,0.12
Dairy & Beverages,Badam Pista,1,254.0
Dairy & Beverages,Orange Juice,1,247.0
Dairy & Beverages,Shrikhand Kesar,1,224.0
Dairy & Beverages, Anar Drink,1,75.0
Dairy & Beverages,Chitale Full Cream Keshar Shrikhand,1,284.0
Dairy & Beverages,Amla Juice,1,175.0
Dairy & Beverages,Pomegranate Juice,1,318.0
Dairy & Beverages,Aloevera Juice,1,200.0
Dairy & Beverages,Sugarcane,1,165.0
Dairy & Beverages,Karela Jamun Juice,1,260.0
Dairy & Beverages,O'cean Pink Fruit Drink - Guava Flavour,1,0.05
Dairy & Beverages,Glucon-D,1,290.0
Dairy & Beverages,Energy Drink,1,0.36333333333333334
Dairy & Beverages,Glucon-D,1,289.0
Dairy & Beverages,Energy Drink,1,0.22857142857142856
Dairy & Beverages,Energy Drink,1,0.35714285714285715
Dairy & Beverages,Glucon-D,1,215.55555555555554
Dairy & Beverages,Energy Drink,1,0.148
Dairy & Beverages,Chetran's Tofu,1,200.0
Dairy & Beverages,Energy Drink,1,0.18
Dairy & Beverages,Hamdard Rooh Afza Sharbat,1,0.16
Dairy & Beverages,Mapro Coolz Rose Sharbat,1,162.0
Dairy & Beverages,Cannabis,1,410.0
Dairy & Beverages,Syrup,1,85.0
Dairy & Beverages,Syrup,1,129.0
Dairy & Beverages,Syrup,1,247.19101123595505
Dairy & Beverages,Syrup,1,85.0
Dairy & Beverages,Kokan Gem Kairi Panhe,1,85.0
Dairy & Beverages,Mapro Cocktail Mixology Kit,1,0.8653333333333333
Dairy & Beverages,Mapro Litchi Crush,1,155.0
Dairy & Beverages,Kokan Gem Amla Squash,1,90.0
Dairy & Beverages,Home Made Lemon Pudina Fruit Squash,1,0.20266666666666666
Dairy & Beverages,Jimmy's Cocktails - Cosmopolitan Cocktail Mixer,1,0.316
Dairy & Beverages,Jimmy's Cocktails - Mango Chilli Mojito Cocktail Mixer,1,0.316
Dairy & Beverages,Jimmy's Cocktails - SOTB Cocktail Mixer,1,0.316
Dairy & Beverages,Jimmy's Cocktails - Margarita Cocktail Mixer,1,0.316
Dairy & Beverages,Jimmy's Cocktails - Whiskey Sour Cocktail Mixer,1,0.316
Dairy & Beverages,Syrup,1,0.18666666666666668
Dairy & Beverages,Jimmy's Cocktails - BM Cocktail Mixer,1,0.316
Dairy & Beverages,Syrup,1,0.18
Dairy & Beverages,Home Made Pan Pasand Syrup,1,0.19466666666666665
Dairy & Beverages,Syrup,1,0.192
Dairy & Beverages,Kokan Gem Kokam Blast,1,35.0
Dairy & Beverages,Syrup,1,1.396
Dairy & Beverages,Anjeer Kesar Fruit Squash,1,0.256
Dairy & Beverages,Rose Sharbat,1,210.0
Dairy & Beverages,Monin Blue Curacao Flavoured Syrup,1,1.3
Dairy & Beverages,Syrup,1,1.3
Dairy & Beverages,Syrup,1,1.396
Dairy & Beverages,Tang Powder,1,220.0
Dairy & Beverages,Tang Powder,1,230.0
Dairy & Beverages,Tang Powder,1,220.0
Dairy & Beverages,Rasna Powder,1,200.0
Dairy & Beverages,Mango Powder,1,200.0
Dairy & Beverages,Jaljira,1,300.0
Dairy & Beverages,Nimbu Pani,1,333.3333333333333
Dairy & Beverages,Gulaab Sharbat,1,326.6666666666667
Dairy & Beverages,Chocolate,1,590.0
Dairy & Beverages,Water,1,1.068
Dairy & Beverages,Water,1,10.0
Dairy & Beverages, Water,1,13.0
Dairy & Beverages, Water,1,15.0
Dairy & Beverages, Water,1,0.3484848484848485
Packaged Food,Britannia Good Day Cashew Cookies,1,150.0
Packaged Food,Parle Hide & Seek Chocolate Chip Cookies,1,328.57142857142856
Packaged Food,Karachi's Fruit Biscuits,1,312.5
Packaged Food,Parle Nutricrunch Digestive Cookies,1,125.0
Packaged Food,Sunfeast Dark Fantasy Yumfills Cake,1,296.44268774703556
Packaged Food,Britannia Good Day Chocochip Cookies,1,200.0
Packaged Food,Unibic Choco Chip Cookies,1,180.0
Packaged Food,Britannia Nice Time Coconut Biscuits,1,160.83916083916083
Packaged Food,Sunfeast Mom's Magic Cashew & Almond,1,131.66666666666666
Packaged Food,Parle 20-20 Gold Cashew Almond Cookies,1,116.66666666666667
Packaged Food,Unibic Fruit & Nut Cookies,1,180.0
Packaged Food,Unibic Cashew Badam Cookies,1,140.0
Packaged Food,Britannia Little Hearts Classic,1,333.3333333333333
Packaged Food,Britannia Tiger Krunch Chocochips Biscuits,1,175.0
Packaged Food,Patanjali Doodh Biscuits,1,106.66666666666667
Packaged Food,Unibic Choco Nut Cookies,1,180.0
Packaged Food,Unibic Choco Kiss Cookies,1,333.3333333333333
Packaged Food,Malkist Cheese Flavoured Crunchy Layered Crackers,1,253.62318840579712
Packaged Food,Unibic Orange Splash Cookies,1,160.0
Packaged Food,Sunfeast Nice Sugar Sprinkled Biscuits,1,113.33333333333333
Packaged Food,McVitie's Ginger Cookies,1,291.6666666666667
Packaged Food,Munchy's Cream Crackers,1,583.3333333333334
Packaged Food,Munchy's Vege Crackers,1,550.0
Packaged Food,Cookie Man Almond Fingers,1,936.0
Packaged Food,Cookie Man Assorted Cookies Tin,1,756.6666666666667
Packaged Food,Cookie Man Hand Pound Chocolate Cookies,1,330.0
Packaged Food,Munchy's Wheat Crackers,1,597.8260869565217
Packaged Food,Munchy's Sugar Crackers,1,550.0
Packaged Food,Cookie Man Brownie Brittle,1,825.0
Packaged Food,Unibic Witty Bite Cookies,1,150.0
Packaged Food,Lotus Biscoff Biscuit,1,996.0
Packaged Food,Malkist Sugar Crackers,1,259.25925925925924
Packaged Food,Cookie Man Brandy Snap Cookies,1,416.6666666666667
Packaged Food,Cookie Man Nutty Magic Cookies,1,330.0
Packaged Food,Tosita Baked Ragi Crackers,1,350.0
Packaged Food,Tosita Cheese Straws,1,595.0
Packaged Food,Tosita Baked Pita Chips Just Salted,1,280.0
Packaged Food,Unibic Snappers Potato Crackers - Indi Spice,1,250.0
Packaged Food,Unibic Snappers Potato Crackers - Cream N' Onion,1,250.0
Packaged Food,Unibic Sugarfree Butter Cookies,1,333.3333333333333
Packaged Food,Unibic Sugarfree Oatmeal Cookies,1,333.3333333333333
Packaged Food,Parle-G Original Gluco Biscuits,1,95.0
Packaged Food,Parle-G Gold Biscuits,1,112.0
Packaged Food,Britannia Milk Bikis Biscuits,1,110.0
Packaged Food,Britannia Marie Gold Biscuits,1,120.0
Packaged Food,Britannia Vita Marie Gold Biscuits,1,110.0
Packaged Food,Sunfeast Marie Light Biscuit,1,85.0
Packaged Food,Parle Marie Biscuits,1,106.25
Packaged Food,McVitie's Wholewheat Marie Biscuits,1,160.0
Packaged Food,Parle Monaco Classic Regular Biscuit,1,121.42857142857143
Packaged Food,Parle Krackjack Biscuits,1,128.57142857142856
Packaged Food,Britannia 50-50 Maska Chaska Biscuits,1,176.66666666666666
Packaged Food,Parle Monaco Cheeslings Classic,1,360.0
Packaged Food,Bellie Cream Crackers Biscuit,1,466.6666666666667
Packaged Food,Sunfeast Dark Fantasy Choco Fills Cookies,1,330.0
Packaged Food,Lotte Choco Pie,1,287.69841269841265
Packaged Food,Cadbury Oreo Original Chocolatey Sandwich Biscuits,1,186.66666666666669
Packaged Food,Bisky Bites Vanilla Magic Sandwich Biscuits,1,156.66666666666669
Packaged Food,Britannia Jim Jam Cream Biscuits,1,153.33333333333331
Packaged Food,Britannia Bourbon Sandwich Flavoured Biscuits,1,158.0
Packaged Food,Cadbury Oreo Choco Crème Chocolatey Sandwich Biscuits,1,180.0
Packaged Food,Bisky Bites Chocolate Blast Sandwich Biscuits,1,156.66666666666669
Packaged Food,Bisky Bites Bourbon Sandwich Biscuits,1,146.66666666666666
Packaged Food,Sunfeast Dark Fantasy Choco Creme Biscuits,1,150.0
Packaged Food,Sunfeast Dark Fantasy Vanilla Creme Biscuits,1,150.0
Packaged Food,Dukes Bourbon Biscuits,1,133.33333333333334
Packaged Food,Cadbury Oreo Cadbury Dipped,1,353.3333333333333
Packaged Food,Parle Hide & Seek Cafe Mocha Biscuits,1,270.0
Packaged Food,Cadbury Bournvita Chocolate Cookies,1,183.33333333333331
Packaged Food,Bellie Cheese Cream Sandwich Biscuit,1,921.0526315789474
Packaged Food,Sunfeast Dark Fantasy Bourbon Biscuits,1,125.0
Packaged Food,Cadbury Oreo Choco Cream Sandwich Biscuits Jumbo Pack,1,180.0
Packaged Food,Bellie Chocolate Cream Sandwich Biscuit,1,736.8421052631578
Packaged Food,Britannia NutriChoice Digestive Hi-Fibre Biscuits,1,162.0
Packaged Food,Mcvitie's Digestive Biscuits,1,139.0
Packaged Food,Britannia Toastea Premium Bake Rusk,1,125.0
Packaged Food,Parle Real Elaichi Rusk,1,127.5
Packaged Food,Royal Toast,1,115.0
Packaged Food,Kwality Maska Khari,1,238.8888888888889
Packaged Food,Royal Maska Khari,1,225.0
Packaged Food,Kwality Jeera Butter,1,177.77777777777777
Packaged Food,Tosita Multi Grain Rusk,1,295.0
Packaged Food,Tosita Wheat Khari,1,400.0
Packaged Food,Tosita Milk Rusk,1,280.0
Packaged Food,Tosita Maska Khari,1,420.0
Packaged Food,Tosita Methi Khari,1,400.0
Packaged Food,Tosita Kaju Rusk,1,385.0
Packaged Food,Tosita Jeera Khari,1,385.0
Packaged Food,Tosita Wheat Rusk,1,280.0
Packaged Food,Tosita Bakery Maska Butter,1,315.0
Packaged Food,Tosita Jeera Butter Bites,1,280.0
Packaged Food,Tosita Baby Rusk Cheddar Cheese,1,393.3333333333333
Packaged Food,Tosita Baby Rusk Peri Peri,1,393.3333333333333
Packaged Food,Tosita Baby Rusk Tandoori Marinade,1,393.3333333333333
Packaged Food,Tosita Soupsticks,1,326.6666666666667
Packaged Food,Dukes Waffy Choco Roll,1,360.0
Packaged Food,Dukes Waffy Chocolate Flavoured Wafer Biscuits,1,416.6666666666667
Packaged Food,Dukes Waffy Orange Flavoured Wafer Biscuits,1,416.6666666666667
Packaged Food,Dukes Waffy Strawberry Flavoured Wafer Biscuits,1,416.6666666666667
Packaged Food,Dukes Waffy Strawberry Roll,1,360.0
Packaged Food,Pickwick Creamy Wafer Biscuits - Chocolate,1,400.0
Packaged Food,Dukes Waffy Vanilla Flavoured Wafer Biscuits,1,416.6666666666667
Packaged Food,Pickwick Creamy Wafer Biscuits - Orange,1,360.0
Packaged Food,Loacker Quadratini Chocolate Wafer Cookies,1,1400.0
Packaged Food,Loacker Quadratini Dark Chocolate Wafer Cookies,1,1400.0
Packaged Food,Loacker Quadratini Napolitaner Wafer Cookies,1,1400.0
Packaged Food,Loacker Quadratini Vanilla Wafer Cookies,1,1400.0
Packaged Food,The Belgian Waffle Crisps - Chocolate,1,1000.0
Packaged Food,The Belgian Waffle Crisps - Double Chocolate,1,1000.0
Packaged Food,Threptin Diskettes - Vanilla,1,1299.0
Packaged Food,Threptin Diskettes - Chocolate,1,1400.0
Packaged Food,Threptin Biscuits Vanilla,1,1400.0
Packaged Food,Nutrivalue Whole Ragi Health Vizkits Biscuits,1,426.6666666666667
Packaged Food,Nutrivalue Dibeck Health Biscuits,1,393.3333333333333
Packaged Food,Haldiram's Bhujia Sev,1,212.0
Packaged Food,Haldiram's Aloo Bhujia,1,165.0
Packaged Food,Chheda's Mix Farsan,1,198.0
Packaged Food,Rajam Snacks Garlic Mixture,1,0.16125
Packaged Food,Haldiram's Khatta Meetha,1,185.71428571428572
Packaged Food,Bikaji Bhujia,1,219.0
Packaged Food,Chheda's Farali Potato Chivda,1,288.235294117647
Packaged Food,Haldiram's Moong Dal,1,257.1428571428571
Packaged Food,Bikaji Soya Sticks,1,160.0
Packaged Food,Haldiram's Mixture,1,168.57142857142856
Packaged Food,Peppy Cheese Balls,1,500.0
Packaged Food,Peppy Tomato Discs,1,500.0
Packaged Food,Haldiram's Boondi,1,240.0
Packaged Food,Bikaneri Shree Ram Bhujia,1,165.0
Packaged Food,Jayshree Special Farsan,1,154.0
Packaged Food,Chheda's Golden Mix,1,198.0
Packaged Food,Sitashree Laxminarayan Best Chiwda,1,344.0
Packaged Food,Rajam Snacks Madras Mixture,1,263.3333333333333
Packaged Food,Chheda's Soya Snax,1,205.88235294117646
Packaged Food,Haldiram's Panchratan Mixture,1,353.3333333333333
Packaged Food,Rajam Mix Farsan,1,177.5
Packaged Food,Sitashree Laxminarayan Cornflakes Chiwda,1,352.0
Packaged Food,Chheda's Mora Sev,1,235.2941176470588
Packaged Food,Rajam Snacks Tikha Gathiya,1,177.5
Packaged Food,Garden Diet Bhel,1,250.0
Packaged Food,Haldiram's Phalhari Chiwda,1,260.0
Packaged Food,Garden Raita Boondi,1,321.42857142857144
Packaged Food,Garden Diet Chivda,1,271.4285714285714
Packaged Food,Kurkure Masala Munch,1,233.16062176165804
Packaged Food,Sitashree Laxminarayan Best Potato Chiwda,1,396.0
Packaged Food,Agrawal's 420 Khatta Meetha Mix,1,138.88888888888889
Packaged Food,Kurkure Green Chutney Style,1,233.16062176165804
Packaged Food,Charliee Masala Butter Chakli,1,370.0
Packaged Food,Kurkure Chilli Chatka,1,222.2222222222222
Packaged Food,Taali Protein Cheese & Herbs Puffs,1,527.027027027027
Packaged Food,Taali Protein Masala Mania Puffs,1,527.027027027027
Packaged Food,Agrawal's 420 Laung Sev,1,200.0
Packaged Food,Sun Special Masala Chakli,1,310.0
Packaged Food,Agrawal's 420 Ujjaini Sev,1,200.0
Packaged Food,Rajam Snacks Golden Mix,1,207.5
Packaged Food,Taali Protein Cream & Onion Puffs,1,527.027027027027
Packaged Food,Taali Protein Tomato Basil Puffs,1,527.027027027027
Packaged Food,Agrawal's 420 Cornflakes Mixture,1,200.0
Packaged Food,Sun Schezwan Sticks,1,200.0
Packaged Food,Chheda's Yellow Banana Chips,1,347.05882352941177
Packaged Food,Chheda's Golden Potato Chips - Lightly Salted,1,288.235294117647
Packaged Food,Lay's American Style Cream & Onion,1,304.34782608695656
Packaged Food,Lay's India's Magic Masala Potato Chips,1,304.34782608695656
Packaged Food,Chheda's Long Masala Banana Chips,1,323.5294117647059
Packaged Food,Pringles Potato Chips - Original,1,887.8504672897196
